Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW10159,9,16.479,11,6.06,8.872,16.45,13.985,11,12.848,8,8.998,9,11.982,11.032,5,11.084,10.999,14.964
ESW10823,1,2,2,1,6,5,1,1,4,5,6,2,1,1,10,6,0,0
ESW10941,1068.087,770.058,850.805,710.828,962.083,862.42,633.022,713.487,1173.656,953.137,857.595,1149.886,997.183,1110.511,1117.971,1308.475,797.974,1108.753
ESW09278,7.371,23.297,14.478,14.897,19.168,6.606,5.781,15.313,20.406,6.387,7.461,3.899,9.595,5.471,12.77,13.981,12.386,10.355
ESW09242,29.553,16.968,35.668,33.909,29.752,35.149,26.873,34.109,15,35.118,18.095,28.376,30.23,27.738,15.629,27.735,14.732,24.976
ESW10000,189.328,188.555,212.647,202.386,264.779,176.149,150.573,189.269,306.026,278,239,194.151,192.402,196.565,280,286.181,176.365,157.166
ESW07984,1824.025,1454.063,1618.183,1343.24,1409.595,1246.103,1314.26,1886.768,1712.537,1405.273,1311.952,1816.317,1595.251,1873.58,1424.479,1942.787,1440.124,1779.301
ESW09792,430.464,305.237,370.173,342.001,479.493,465.812,423.798,438.469,792.416,596,576.982,524.257,536.299,520.126,626.554,695.705,310.946,426.518
ESW09888,86.16,74.882,112.373,76.005,99.508,62.206,41.941,114.857,56.541,67.021,62,60.028,59.35,64.092,70,94,82.127,73.669
ESW09887,2.84,0,0,0,0,2.836,7.528,2.799,16.459,0,0,0,0,0,0,0,0,0
ESW10683,19,14.001,20,9,15,4,7,5,15,8,12,9,11.001,10,7,19,15,6
ESW08779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08206,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,0,0,0
ESW08737,188.227,164.758,218.006,185.618,181.897,210.277,144.907,173.065,184.223,144.336,131,210.539,188.82,200.273,129,222.584,137.453,179.792
ESW10932,778.233,593.725,634.044,655.365,703.193,627.616,485.18,750.643,589.877,480.532,504.886,636.787,620.902,739.513,492.142,832.371,672.989,734.31
ESW09118,39,37.001,49,66,68,53,40,24.005,60,38,34,26,23,34,36,68,20,25
ESW10923,198.249,158.036,197.379,187.395,229.622,254.27,222.791,219.301,233.828,184,183.473,218.832,215.059,254.04,157.875,212.663,207.571,179.662
ESW10903,336.721,265.713,293.507,250.184,265.316,354.191,231.562,274.428,346.001,243,226.653,312.648,274.481,312.655,243.165,337.88,235.901,252.845
ESW09960,83,71.184,82,108.316,81.005,96,72.423,109.798,80.287,68,62,74.016,83.073,91.998,46,80.128,87.455,96.383
ESW09234,595.082,449.815,468.118,424.175,643.096,551.114,495.63,517.272,767.546,639.01,529.018,594.381,479.042,519.869,520.704,677.482,424.762,494.478
ESW08542,82.343,47.394,66.411,43.993,95.367,35.697,32.67,60.8,49.9,48.04,72.074,53.739,54.171,71.313,43.331,62.124,43.981,43.462
ESW10723,87.155,71.688,70.107,75.103,37,48,34.177,90.019,12.006,12,14,56,59.24,45.19,9,64.165,57.125,50.007
ESW08260,4818.642,3974.341,4541.699,4240.195,6269.276,5883.029,4814.821,2939.205,13173.616,11924.394,8889.533,5352.327,4019.646,6235.215,7625.612,7551.928,2926.757,3323.005
ESW09105,0,1,0,0,0,6,2,0,10,2,2,1,0,0,0,0,0,0
ESW09476,557.968,376.002,510.264,369.83,420.05,502.503,413.959,449.503,638.871,573.806,579.489,610.233,529.566,675.268,643.178,726.059,427.251,572.131
ESW10775,319.145,378.359,421.145,445.805,771.554,648.831,592.889,444.106,979.72,742.776,762.42,547.818,434.53,655.772,739.943,659.959,397.249,455.568
ESW08198,600,453.333,550.176,433.137,643.793,537.772,436.293,612.899,689.101,554.543,523.297,623.808,552.072,658.674,600.763,689.394,554.316,521.519
ESW10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10119,540.549,386.727,380.468,407.154,552.761,543.713,404.183,522.434,759.586,565.677,526.14,636.067,471.024,591.484,690.71,729.255,425.559,457.711
ESW10384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09604,142.151,201.226,182.372,205.705,212.559,209.149,155.925,293.415,298.082,225,226,313.817,241.976,298.473,219.012,214.551,336.261,286.963
ESW09418,428.262,326.446,390.034,363.183,312.541,419.282,327.54,392.88,394.847,322,282.298,368.93,343.094,385.725,259,422.671,358.12,380.512
ESW10643,1099.89,1047.447,999.407,1190.785,1069.544,1304.868,1054.199,1404.698,982.955,745.426,749.738,1148.686,1015.008,1130.476,670.996,1066.497,1080.236,1247.066
ESW08574,520.547,402.214,431.132,407.573,487.921,467.972,382.123,551.643,417.226,325.166,329,490.881,447.427,571.702,376.099,523.727,474.115,515.877
ESW09395,2,2,1.853,2,6.795,1,1,5,0,2,0,4,2.245,9,2,0,8,6.003
ESW10420,319,236.423,257.537,267.485,241.61,363.912,269.816,312.13,337.002,272.495,220,336.134,270.943,284.853,197.247,319.443,273.944,358.629
ESW10556,281.499,192.089,261.238,178.056,261.535,198.23,216.701,269.725,398.201,324.562,295.914,286.057,248.833,265.967,278.919,377.038,214.917,254.099
ESW09698,330.913,263.377,313.068,306.667,279.089,365.785,246.883,343.332,380.893,267.423,247.081,358.582,318.227,352.044,216.072,338.361,312.685,308.63
ESW10275,34.843,23.574,28.159,35.391,27.875,56.499,21.219,27.083,37.994,33.415,25.928,30.905,21.617,33.174,25.745,37.578,26.482,22.6
ESW08192,18,10,18,8,20,5,13,7,13,11,13,11.013,10.007,19,19.257,20.004,3.86,11
ESW08954,316.453,240.293,307.212,220.935,311.598,232.557,196.274,269.364,827.257,631.208,494.048,278.491,229.841,280.061,259.81,327.985,208.914,230.172
ESW09546,30,17,27,34.113,26,20.081,18.025,48.121,32.061,28,28,32,33.035,23,19,32,25.286,30.023
ESW09459,573.665,451.795,531.498,531.951,445.014,677.778,479.023,589.003,630.323,485.808,459,524.143,510.289,595.505,464.987,584.531,466.907,540.634
ESW08895,1060.567,881.648,1102.232,922.374,988.823,866.273,767.005,1097.86,1054.338,928.902,847.172,1005.375,948.234,1064.027,872.246,1153.951,971.769,1156.512
ESW10652,885.887,816.531,979.567,885.09,915.157,867.791,707.848,1054.069,844.238,681.252,637.256,945.068,817.201,981.553,647.095,938.086,856.399,1014.374
ESW08640,524.505,455.766,507.092,527.722,549.89,526.259,432.761,576.072,550.595,398.051,356.99,526.492,496.789,522.465,394.637,495.237,496.268,586.086
ESW11062,1268.466,1188.808,1351.315,1253.699,1629.854,1940.891,1317.064,1537.895,2333.48,1816.076,1842.616,1755.244,1618.257,2023.068,1811.631,1872.192,1475.749,1690.802
ESW10893,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1
ESW08913,256,202.03,186.521,247.139,302.21,105.211,111.21,215.165,62.012,46.066,92.001,177.469,177.372,220.296,93,210.053,114.707,155.084
ESW10671,1,0,2,0,1,1,2,0,4,0,2,2,3,0,2,2,1,0
ESW09259,218,210.12,245.41,213.918,269.925,246.389,224.559,297.793,235.767,192,191,260.931,217.057,237.601,212.034,276.66,276.864,331.888
ESW10750,1161.058,982.014,1153.71,1196.457,961.618,1336.064,998.345,1426.769,1410.755,1093.446,1009.262,1301.83,1207.069,1393.437,1013.328,1251.849,1197.458,1315.006
ESW08204,27,19,17.092,31.01,37.235,21,15,22.001,11,5,9,12,17,17.041,21,40.045,15,19.104
ESW08818,4,3,2,4,4,8,4.001,4,5,4,4,6,9,2,2,5,8,3
ESW10083,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
ESW07939,536.386,455.242,493.702,491.287,384.94,548.78,390.086,611.736,434.216,322.206,321.006,504.611,448.157,589.023,265.743,538.026,507.563,561.377
ESW08189,32.024,30.917,32.773,46.005,55,35.138,26.025,49.028,39.894,17,10,42.003,33,31,17,30,28.005,46.051
ESW09750,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ESW09667,792.927,632.771,871.41,672.461,781.766,735.156,637.92,876.768,1016.596,839.867,789.839,851.826,753.705,885.859,716.098,967.055,835.985,945.291
ESW08896,24,30,26.861,37.012,17,22,25,35,33,26,22,28.733,33,30.005,21,37,18.042,28
ESW10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08462,239.308,236.729,207.36,262.14,272.986,243.871,202.217,344.608,284.808,219.286,208,281.388,264.745,304.089,200.428,274.261,264.336,288.449
ESW08041,1761.502,1729.255,1648.591,1950.29,2100.806,1809.835,1478.331,2053.066,1588.068,1124.304,1133.265,1595.415,1361.266,1608.752,1149.318,1751.321,1771.882,1965.383
ESW10364,24,25,21,27.765,33,17,10.056,20,24,24,24,22,19,17.106,10,14.005,19.004,21
ESW08187,514.575,378.504,441.395,422.44,442.159,387.767,327.626,481.161,439.285,361.264,360.191,402.4,313.123,376.385,379.245,545.517,338.474,371.483
ESW08013,421.792,456.276,435.085,536.94,574.349,406.449,449.127,681.034,602.05,526.988,437.438,425.206,377.654,410.572,580.47,586.374,464.186,424.355
ESW10008,2,0,0,0,0,0,0,2,0,1,0,1.002,2,0,1,2,0,0
ESW10897,76,76.016,87,102.028,47.09,70.318,38.056,105.863,46.109,40,48,84,71.067,97,41,73.001,73.621,80.069
ESW09966,252.781,200.838,258.012,220.456,247.84,217.806,165.293,275.606,222,156,155.244,263.367,235.438,251.078,186,221.027,265.218,263.766
ESW09338,803.958,476.429,492.379,551.67,732.655,864.163,689.375,880.069,347.48,281.046,320.1,560.425,478.76,761.142,332.22,685.331,475.089,636.248
ESW11011,21,12,22,29,21,34,19.204,35,15,16,15,20,25,31,6,20,15.942,31.126
ESW10108,110.221,83.823,90.443,92.198,113.015,106.064,93.649,118.935,126,88,86,82.511,94.811,98.566,82,119.178,80.597,83.124
ESW09526,78,44,53,76.981,67.227,71.793,61.428,64.123,89.106,74.038,60,68.151,64.908,65.06,50,56.334,54.954,55.224
ESW10879,98.196,103,102.999,101.047,118.041,140.18,89.642,106.755,129,110.039,108.009,137.177,92.446,142.024,111,140,98.963,82.154
ESW08485,0,2,0,0,1,0,3,3,2,3,2,0,2,0,2,3,1,0
ESW08284,469.311,291.257,310.566,280.395,582.985,999.871,749.752,917.142,574.671,435.002,478.351,997.198,815.869,1119.217,399.107,523.137,859.725,989.54
ESW08965,522.359,346.251,424.576,405.903,644.181,665.811,467.84,315.742,824.467,613.827,506.627,433.47,357.999,482.207,528.196,598.439,417.309,316.409
ESW09701,2,0,3,3,0,1,2,5,4.006,1,4,2,2,2,1,0,0,0
ESW08226,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ESW10098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09112,290.292,281.257,291.371,260.3,303.518,335.298,258.425,324.107,322.017,270.648,280.933,267.054,255.566,333.428,283.668,345.604,256.201,295.604
ESW09111,30.629,2.498,3.262,11.757,6.406,24.014,17.737,20.38,14.881,24.481,3.067,20.056,15.579,21.196,20.799,23.233,3.264,14.683
ESW08348,96.261,94.156,98.367,81.261,141.223,75.183,59.38,80.224,102.994,78,68.006,82.253,92.401,76.053,72,113.534,84.037,98.248
ESW08451,5.324,4.248,8.337,6.082,3.048,3.079,1.042,9.257,7.209,1.039,4.118,1.106,1.059,7.195,1,10.725,2.004,6.505
ESW07945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09925,195.167,201.308,224.074,235.899,175.024,217.24,162.183,293.349,218.51,141.112,113,193.179,190.299,188.95,107.561,175.777,223.143,224.694
ESW09946,691.046,618.559,645.155,655.476,583.506,687.636,543.329,701.162,739.366,593,569.001,642.53,673.417,683.914,634.007,782.113,589.247,736.995
ESW09591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09744,2202.335,923.604,1310.657,903.252,3018.053,3045.462,2181.444,1393.25,2181.118,1837.954,2386.746,2070.293,1786.009,2295.256,1502.492,2286.883,1512.084,1445.534
ESW09108,786.742,688.949,738.712,762.962,682.604,956.04,745.991,866.016,927.686,730.637,694,900.095,772.272,945.303,645.217,843.791,724.282,866.644
ESW08590,242.65,157.667,217.328,202.675,115.352,229.892,168.894,171.921,231.208,179,112.002,103.416,110.461,93.016,109,179.035,106.997,135.925
ESW10125,407.424,324.193,342.205,363.056,470.528,774.263,466.542,480.071,513.341,391,446,655.703,490.969,748.175,375.385,487.223,484.199,452.54
ESW09153,410.991,273.577,311.26,326.255,378.069,401.659,331.923,399.477,445.058,428.34,357.003,369.199,342.993,467.073,400.999,462.177,324.275,385.144
ESW10155,59,42,68,50,73.183,76,51.001,52.012,79.071,52,60,57.351,78.001,71.256,57,59.917,66,71.04
ESW09720,0,1,2,3.004,4,5,2,2,2,6,0,1.001,5,4,3,7,2,2
ESW10382,370.979,309.704,280.23,347.98,176.171,370.841,340.393,463.146,347.05,268,223.358,360.575,358.038,397.885,194.358,334.138,363.704,408.474
ESW07947,310.101,343.093,317.67,492.798,449.224,415.77,355.778,437.239,603.863,502.81,469.981,350.667,335.353,355.489,515,468.034,347.059,326.881
ESW08466,764.394,577.441,684.792,555.58,733.087,405.243,517.38,704.937,603.015,515.643,575.201,694.805,619.151,739.64,603.68,796.088,548.417,606.921
ESW08087,113.395,70.167,86.653,55,107.186,110.03,91.208,79.141,137.72,112,112.425,86.028,76.06,97.293,81.145,131.729,80.523,87.642
ESW09563,84.051,55.592,66.002,51,91.143,86,84.381,65,95.111,52.052,89,87,80.041,110.837,126,113,88.287,66.344
ESW08038,169.162,203.425,143.437,218.163,102.888,128.013,81.051,315.823,70,52,65,191.438,163.372,200.972,53,126.07,205.167,383.936
ESW08370,220,214.681,217.817,244.571,204.649,289.868,254.093,299.824,247.587,220,187,270.313,246.494,313.748,193,282.152,237.05,289.254
ESW09348,119,109,131.417,113.01,110.193,158.645,84.948,143.367,109,81,75,132.029,116.428,149.679,88.179,130.121,100,112.445
ESW10653,179.515,138.432,157.725,156.271,163.997,186.177,144.714,170.391,187.337,162.322,127.317,159.407,162.771,179.569,152.576,202.219,157.661,150.458
ESW10644,276,222.291,204.36,240.379,184.846,242.219,182.847,274.595,245.302,208.086,150.093,263.668,243.326,223.483,228.287,291.222,253.792,235.503
ESW10189,0,1.439,1.482,0,0,0,1.125,0,1.315,0,1.991,2.325,2.512,0,4.716,0,0,0
ESW08559,38,52,41,38,42,27.028,33.722,57.067,49.002,42,49.043,80.075,62.035,76.046,46.023,54.014,34,89.601
ESW08878,35,22.015,29.004,24.224,55,22.002,29,27.052,34,28,19,18,20,21.006,32,50.184,23,25.011
ESW10181,32,4.001,12,7,15,29,10,6,35,32,41,31.003,31.028,47.681,66,62.031,9,20
ESW08353,752.136,568.843,745.075,611.762,1014.611,574.577,602.329,698.991,993.91,785.703,790.065,758.72,681.223,848.238,828.015,958.328,663.08,731.442
ESW08291,114,80.011,136.316,66.318,122.371,142.541,74,88.104,246.409,206,179.537,130.831,120.058,151.018,216.623,247.456,69.546,98.056
ESW10487,572.102,473.461,562.75,414.735,668.713,447.264,419.99,446.815,783.872,650.933,586.133,518.636,492.031,608.959,518.575,669.104,419.401,509.936
ESW10943,201,161.176,175.364,198.45,195.756,191.926,135.417,196.281,141.094,97,90,173.226,145.5,185.785,107,189.376,143.386,186.76
ESW08877,550.78,299.671,461.052,362.637,517.996,471.124,446.324,453.129,442.81,327.147,288.489,510.888,493.233,495.449,346.473,549.839,367.887,478.635
ESW08876,148.484,206.07,119.728,138.118,136.92,153.172,187.862,262.36,170.747,192.873,162.729,213.546,169.976,281.535,185.187,214.085,163.797,167.205
ESW10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10432,3,4,0,3,1,0,1,4,3,1,1,3,0,2,2,2,3,2
ESW09484,8,4,10,4.028,4.014,2,4,5.035,3,4,3,2.003,5.079,6,2,4,10.032,10.035
ESW09605,137,115.076,147.681,110.322,144.82,142.052,86.292,138.72,119.483,87,104,146.288,118.354,146.473,127.696,174.063,130.1,134.234
ESW09807,0,1,1,3,1,2,2,3,0,1,7,1,3,5,0,5,1,1
ESW10655,243,145.216,160.913,154.185,115.157,177.014,146.593,181.399,257.812,216.036,167.176,174.797,143.586,172.411,162,213.068,171.436,169.489
ESW08345,1,0,1,0,0,2,3.003,0,1,0,0,1,1,1,1,0,2,1
ESW08863,3.191,2.073,3.428,2.394,2.134,2.472,3.857,5.271,3.953,7.528,3.669,4.701,5.046,6.049,7.895,9.188,0,3.949
ESW09067,3,8,6,1,8,5.009,3,6,7,6,8,8,4,3,7,3,1,4
ESW09335,1352.108,1141.215,1509.489,1090.197,732.033,1915.34,1441.554,1729.235,1806.009,1465.585,1155.496,1960.857,1552.398,2001.713,1053.492,1447.855,1418.771,1717.159
ESW09089,517.641,390.919,384.717,547.94,368.293,322.852,190.868,296.991,234.21,213.886,126,176.6,209.431,165.474,289,507.284,181.006,209.666
ESW10127,3923.78,3779.747,5208.415,3670.358,4212.842,5136.292,3853.713,6012.175,6618.407,4316.911,4634.471,6510.223,5787.518,7464.239,4444.16,5205.44,5942.454,8105.061
ESW09471,1351.755,1057.885,1278.282,997.982,1205.92,1123.681,1207.599,1364.355,1747.322,1463.778,1482.034,1611.902,1466.418,1655.642,1488.121,1802.424,1210.462,1437.378
ESW09307,110.509,93.804,100.209,74.36,111.833,101.265,74.04,137.049,109.018,77.954,75.027,90.667,111.785,111.632,76.041,141.745,99.588,116.193
ESW10999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
ESW08990,679.59,563.902,676.887,690.33,553.665,809.812,580.601,841.187,862.21,627.963,595.118,784.403,717.107,819.157,559.469,730.059,694.958,739.028
ESW08005,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
ESW08667,1100.298,916.538,1063.444,954.272,1085.635,1209.222,962.994,1135.199,1837.738,1466.629,1380.837,1259.044,1163.124,1414.027,1045.609,1277.326,1050.009,1339.669
ESW10395,21.869,12.739,18.007,19.57,14.35,19.202,11.656,13.28,9.325,17.382,13.208,20.964,21.147,21.431,12,18.337,15.391,14.187
ESW10715,339.679,394.518,354.563,528.347,395.625,330.755,286.096,382.41,237.677,177,207,363.516,301.225,348.634,209.376,352.839,234.357,291.103
ESW10013,284,293.008,294.052,278.467,316.173,319.984,261.548,312.043,309.042,245.222,225.302,305.617,280.848,267.941,220.242,313.297,238.218,270.516
ESW10131,871.953,650.157,750.103,744.542,1112.768,682.405,594.391,711.376,931.336,735.065,742.433,702.048,577.171,679.917,622.148,862.977,576.534,624.589
ESW11043,204,221.212,227.13,227.045,209.865,207.381,162.109,254.358,201.941,211,151.683,228.294,198.898,233.476,215.069,255.279,211.684,258.762
ESW08908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09014,633.414,549.051,693.559,526.844,829.262,617.966,566.523,479.516,954.621,818.472,726.256,640.926,643.209,745.171,933.218,948.333,452.643,539.929
ESW10730,279.442,227.39,311.779,258.138,447.481,345.181,297.818,279.452,604.87,483.05,482.13,340.795,309.838,399.258,461.003,429.663,277.379,314.522
ESW09600,566.746,507.813,545.993,544.759,581.496,537.803,559.765,648.548,613.907,485.579,479.762,583.714,528.354,646.959,476.496,680.014,530.651,634.759
ESW10856,352.028,316.828,460.878,279.719,495.785,308.874,303.241,430.071,520.86,428,462.158,399.062,375.788,470.161,437.926,508.307,493.06,508.228
ESW09988,2.006,11,6,12,22,3,4,19,2,1,1,13.999,4,12.006,3,2,12.384,21.593
ESW09178,2752.579,1882.003,2135.636,1999.289,2877.73,2502.496,2157.411,1859.644,3117.429,2457.197,2573.255,2405.613,2196.159,2508.92,2638.324,3295.237,1770.635,2099.29
ESW09060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09895,787.367,664.849,842.006,664.395,898.077,911.388,781.066,845.609,1181.246,956.51,857.368,902.613,832.613,1026.884,865.405,970.799,778.045,839.521
ESW08917,129,100.353,107.997,97.103,102.006,150,124.116,138.338,150.617,129.088,115.711,165.02,115.08,130.15,110,128.155,124.63,114.561
ESW08994,1,0,0,4.679,1,0,0,1,1,0,4,3,2,2,0,1,2.048,2.01
ESW09454,0,2.743,1.25,0,0,1.5,0,0,1.334,0,0,0,0,0,0,1.288,0,0
ESW10037,151,127.697,153.371,132.208,103.031,63,42.034,103.173,115.109,102,126,124.026,101.327,146.624,119.009,152.532,122.292,180.325
ESW10323,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ESW09517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ESW08518,373,320.734,336.294,294.053,447.459,424.79,306.576,379.358,476.99,354.259,367.179,435.698,341.248,424.635,449.786,532.315,307.046,314.312
ESW10790,354.155,260.321,307.116,300.217,430.559,432.918,328.747,389.178,399.786,282,243.125,404.124,372.866,458.918,266.02,335.513,324.443,317.208
ESW08972,1744.623,1355.474,1676.129,1421.744,1759.697,1901.534,1567.743,1922.162,2203.811,1755.653,1738.794,1993.703,1928.128,2202.304,1697.74,2083.891,1535.614,1854.907
ESW10371,209.948,107.362,175.385,97.009,175.108,247.741,203.199,120.153,385.119,289.185,278.71,161.114,179.449,165.365,154,206.294,135.928,104.208
ESW09122,58.95,23.028,38.001,10,24,100.807,90.87,59,455.552,127.046,169,122.102,110.478,126.254,110,109.05,52.13,62.014
ESW08669,415.897,313.457,366.905,285.237,499.58,288.725,295.434,386.281,335.522,286.233,272.326,382.578,321.015,389.136,355.195,441.204,297.585,396.353
ESW10258,979.185,807.483,958.901,746.92,1087.028,703.548,742.907,987.375,1118.46,918.728,877,1010.812,896.029,1085.278,989.182,1280.985,798.924,1003.098
ESW08316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08349,19.605,8.308,14.71,7.841,16.438,4.693,5.555,5.676,23.506,27.557,19.888,11.884,5.938,12.856,24.058,9.878,4.469,7.682
ESW10862,235.639,174.789,182.319,187.572,219.483,213.227,156.582,186.125,179.785,162.153,161.79,176.082,184.255,190.519,152.025,207.705,138.289,155.768
ESW07903,44,23.005,52.013,28,36,64.121,49.004,61.98,46.982,37,26,47.003,48.976,55.281,23.025,54.005,31.086,29.079
ESW08086,237.204,163.33,210.345,213.238,191.296,294.85,171.221,232.966,286.514,230.94,166,222.881,205.88,248.746,169,265.298,180.489,197.49
ESW09117,72,46.434,64.452,37,122.161,125.124,82.624,76.997,249.758,170,160.996,134.105,109.988,137.584,150,120,52.079,64.573
ESW07961,27,40.243,36.012,68,30,55.026,31,52.302,54.564,37,36,23.005,31,22,54,43,41.409,68.944
ESW09557,76,61.042,76.45,55.838,63,77.053,57.039,93.181,86,61,77,133,82.696,117.847,82,95.136,104.285,111.567
ESW11036,739.755,662.28,635.141,703.863,703.66,787.638,615.925,830.144,726.409,555.243,519.097,656.434,506.501,625.426,447.805,726.533,605.682,735.999
ESW09799,76,74.166,133.278,89.403,145.867,63,68,71.761,94.195,74,72,78,65.028,72.272,76.081,97.699,83.172,74.799
ESW09897,122.023,131.793,99.469,181.816,143.099,118.255,89.14,211.327,58.997,61,38,79.959,118.253,88.289,46,109.633,124.738,138.375
ESW08701,147,150.027,126.655,185.022,100.042,123,103.075,228.91,65,64,67.056,119.073,129.069,115.002,49,98.057,140.519,172.25
ESW08600,31,27,31.058,32,48,55.256,35.033,41.07,60.962,40,36,43.066,33.057,55,29,26,43.022,40.1
ESW10747,345.859,246.914,281.853,258.648,234.648,335.161,278.712,285.626,309.982,253.914,197,352.259,284.612,303.708,216.817,279.435,285.685,306.16
ESW10975,1019.318,688.512,879.343,808.765,738.284,1156.391,879.684,962.286,1259.728,978.435,806.63,1044.113,913.761,1191.301,948.268,1187.98,869.782,897.038
ESW08739,5,8,11,10,5,7.006,8,10,10,4,3,7,4,6.004,7,5,8,10
ESW10118,755.001,655.17,757.941,721.134,1995.112,2565.287,1694.508,1298.35,3100.608,2178.885,2124.375,1997.033,1592.226,2309.753,2060.08,1781.203,1513.612,1478.92
ESW11018,2.049,6.001,2,2,5.998,2,1,0,0,0,0,1,1,0,1,5,1,3
ESW10417,1165.206,1101.622,1230.301,1098.106,1052.806,944.803,743.092,1277.908,986.398,865.408,738.754,1028.873,960.024,1078.288,877.376,1314.049,966.447,1192.376
