Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW08550,245,267.217,288.011,287.012,393.982,225.314,208.167,297.852,397.794,343.319,331.018,224.479,206.793,286.904,224.419,307.67,258.072,327.193
ESW09411,128,85.106,91.875,97,139.123,79.07,60.009,99.908,124,98,111,85.944,81.06,90.55,101,151.344,82.435,97.037
ESW08194,2,5,1,3,0,4,1,2,5,6,1,5,3,3,2,1,4,5
ESW09282,96.687,70.227,90.603,61,67.978,81.174,75.589,65.116,75.304,49.392,68.717,120.081,70.83,126.238,58,113.393,65,66.117
ESW09190,1339.065,1313.831,1477.821,1353.454,1060.543,1194.375,1111.584,1816.637,1252.903,953.483,874.048,1493.573,1377.998,1529.955,982.825,1370.152,1384.414,1855.402
ESW08914,5,0,5,2,2.005,6,4,1,2,1,5,1,2,0,1,5,5,1
ESW07891,23,30.029,19,47.036,51.012,25.007,23.037,47.901,33,30,30,51.99,50.488,45.019,44,47,42.006,44.039
ESW08081,19,15.002,14,19.519,14,12.001,4,27.568,23,24,19,23.113,17.012,33.016,11,14,14,17
ESW10533,489.136,358.376,411.762,388.772,316.358,419.059,338.052,441.05,533.457,464.989,410.003,494.613,470.543,561.847,449.627,602.3,388.03,505.647
ESW10317,1138.393,1074.49,1117.014,1220.493,1046.045,1386.155,1094.444,1417.748,1389.863,938.748,814.196,1270.881,1104.646,1414.884,924.5,1230.181,1153.961,1269.9
ESW08471,66.099,46.299,39,50,45.011,67,46,81.434,44.011,42,48,55.009,48.968,57.007,47.031,44.025,58.132,65.937
ESW09844,367.672,291.111,354.816,291.709,424.142,321.558,287.763,360.854,426.536,334,328.524,338.651,305.234,395.954,317.753,374.043,312.052,337.95
ESW07893,275.233,225.907,298.031,258.615,141.869,491.348,340.892,413.814,430.622,342,240.544,387.132,326.724,426.825,225.001,302.955,305.649,346.164
ESW09878,69,63,76.899,58.166,87.062,91.51,50.017,54.922,98.276,72.98,66,68.293,65.408,84.508,86.586,96.434,50.265,64.241
ESW08884,931.535,627.477,691.086,616.686,779.642,655.504,732.485,712.42,1021.504,855.356,776.089,760.513,651.244,780.325,865.025,1043.716,607.635,663.764
ESW08446,7,1,0,0,25.04,306.717,185.008,20,870.227,310,322,65,63.976,56,134,72.673,36,9.007
ESW09610,585.256,565.206,684.632,632.957,716.535,833.664,572.033,814.077,839.568,608.065,561.002,794.097,716.679,830.653,609.939,705.677,629.134,687.725
ESW09297,502.347,441.019,480.915,475.715,513.524,395,382.448,626.987,722.766,636.609,547.179,542.891,493.418,502.893,555.672,677.378,485.177,550.203
ESW10050,2,5,6,4,5,0,1.001,5,3,1,6,13.997,9,11,2,6,10,9
ESW08655,751.006,722.961,653.26,826.364,911.553,1166.237,815.136,1020.807,487.05,381.23,482.381,907.493,750.253,916.943,550.633,829.09,749.44,1002.78
ESW08649,1431.941,1285.594,1333.269,1317.681,1569.452,2228.437,1662.125,1233.05,1662.649,1452.142,1276.806,1752.358,1247.056,1876.905,1326.479,1691.254,1186.366,1483.267
ESW09093,227.941,187.65,276.188,111.613,100.976,51.523,244.301,337.51,197.812,139.614,89.794,262.512,256.473,308.75,196.275,167.987,197.699,382.49
ESW09092,900.544,755.265,886.12,787.829,899.383,708.788,646.253,921.504,716.898,581.857,674.729,859.027,811.242,858.73,653.595,1090.723,802.347,862.226
ESW09354,243.333,311.234,227.319,346.205,460.372,170.261,146.288,222.294,457.866,320,349,222.735,219.078,207.554,392.092,347.283,262.148,184.672
ESW10935,1,2,2,3,5,1,3,1,11,8,9,2,5,5,7,4,3,2
ESW08210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10316,2888.473,3075.582,2707.201,3671.96,4003.054,4226.018,3061.24,4000.642,3885.366,3067.006,3442.242,4502.898,3702.694,5137.472,3517.771,3976.455,3517.721,4440.672
ESW09601,16,22.062,19,13,12.033,17,18.019,22.848,17,17,20,19,16,37,13,23,25.028,25.193
ESW10625,542,284.218,254.301,343.819,372.857,586.427,410.796,696.96,37.005,38,86,476.007,404.527,385.707,139.001,412.972,429.937,564.463
ESW10387,220.883,195.457,214.399,211.933,288.952,174.938,116.329,229.975,237.571,197.996,193.907,165.446,175.16,184.824,204.497,263.58,186.123,226.892
ESW10088,471.551,414.546,459.409,501.745,503.291,719.255,529.906,645.348,662.92,515.892,435.39,566.727,550.405,623.278,482,595.08,504.199,535.378
ESW10907,166.038,214.074,256.14,198.585,111.606,344.864,231.248,310.462,298.106,256.135,180,270.191,235.777,288.742,137.007,204.936,231.176,303.173
ESW10737,13,3,8.001,1,4.018,21,32,4,18,13,14,13.004,8.718,16.002,19,13,8,4
ESW09727,9,6.807,5,8,13,9.109,6,7.79,3,4,4,7,5,6.741,4,11,10,11.622
ESW08163,487.667,330.784,492.572,293.874,490.055,486.136,480.519,459.313,903.072,783.888,757.567,736.78,550.78,774.381,874.35,787.49,421.394,489.601
ESW09009,1929.758,1405.341,1536.99,1563.473,1966.398,1841.094,1467.082,2077.378,1350.916,1149.472,1143.258,1652.912,1577.235,1690.232,1285.391,2020.27,1819.975,2148.369
ESW08935,225.633,134.099,150.017,126.627,147.087,145.624,161.633,165.733,255.46,240.001,193.87,181.491,188.911,183.655,176.423,206.972,140.787,155.823
ESW08858,75,34.025,64.069,36.81,215.876,604.377,478.5,182.609,1710.178,765.6,607,236.64,227.87,182.8,257,229.328,184.93,118.139
ESW08817,31,60.174,27,104.105,53.138,32,11.028,28,27.005,21,30,32,25,28.001,22,41,28.014,15
ESW08397,634.788,540.259,564.032,634.362,385.777,725.337,547.213,655.821,669.589,544.683,422.134,638.637,558.542,709.053,458.378,687.873,534.318,516.082
ESW09182,514.812,336.363,447.1,438.982,561.035,593.166,413.337,458.869,882.609,643.829,625.387,527.806,476.867,565.163,663.91,671.949,373.382,426.809
ESW10257,572.886,578.974,574.623,592.157,635.244,726.774,525.309,731.046,734.811,561,530,690.798,609.156,723.555,597.609,695.27,608.642,717.202
ESW10560,129.212,117.616,110.263,118.673,145.936,63.292,81.634,151.903,116.73,112.091,112.279,143.104,122.608,140.83,100.741,154.167,114.648,139.465
ESW09174,522.649,554.519,608.537,655.174,641.451,676.256,622.869,783.668,1165.014,858,905.92,846.823,765.983,1071.813,835.514,831.546,742.824,849.265
ESW09475,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0
ESW08217,3477.578,2917.034,3609.667,2340.812,3799.524,3186.855,3748.928,3760.974,5337.876,4253.952,4418.786,5419.321,4905.809,5484.377,5631.528,5580.045,3614.432,4276.994
ESW10623,1426.974,1082.133,1120.085,996.923,1308.948,1110.555,1069.955,1340.403,1619.455,1375.668,1223.46,1434.571,1353.503,1560.158,1457.512,1872.452,947.17,1176.329
ESW08805,510.185,677.74,775.79,769.524,1062.602,1178.373,784.898,846.581,1498.17,1176.748,1127.009,1460.629,1133.797,1908.27,1555.063,1301.432,1089.012,1040.869
ESW11056,614.444,493.694,557.236,571.724,512.122,530.656,480.225,587.401,547.922,462,430.107,592.093,541.126,625.452,449.092,640.263,514.403,557.246
ESW09386,20.079,25.297,18.405,32.74,33.559,4.218,25.086,18.892,12.297,4.486,28.444,40.509,4.299,40,4.525,4.442,11.136,11.181
ESW09385,248.525,225.866,220.33,298.337,185.574,345.485,226.227,323.698,253.916,253.683,161.176,258.466,291.157,259.106,205.945,277.008,268.297,278.763
ESW10930,407.608,398.817,445.456,397.495,362.234,443.326,310.01,391.243,472.972,327,327,434.954,382.942,421.141,302,418.861,350.949,392.634
ESW08642,3,4,3,1,2,4,3,3,7,4,1,4,4,4,3,5,3,2
ESW08765,4,6,7,8,4,9,9,14,0,1,1,11,4,20,0,7,9,9
ESW09691,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
ESW10002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ESW08762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08882,396.562,222.666,269.529,159.741,257.842,357.143,279.041,286.747,258.116,207,216.146,356.654,301.463,359.282,249,385.333,211.918,303.607
ESW10455,1001.393,264.048,506.536,202.489,1153.682,292.263,265.013,473.34,1150.877,961.061,831.247,616.213,756.234,511.716,1203.625,1435.236,668.803,445.231
ESW08131,292.16,315.295,291.639,325.692,151.155,309.291,196.046,538.803,186.961,101,126,300.607,301.006,306.72,101,254.318,414.212,408.274
ESW10744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ESW10242,11,7,18,8,6,4,9,13.008,30.976,32,17,16,15,8,26,33,27,4
ESW08411,282.003,221.293,258.448,270.115,296.266,354.883,296.719,217.981,356.914,243,226.591,205.173,183.299,213.074,236.645,335.186,167.721,206.006
ESW08033,2991.141,2712.367,3450.851,3002.246,4925.214,4642.554,3751.564,3721.015,7669.266,5723.822,5641.041,4777.211,4081.321,5466.681,5601.621,5387.474,3558.153,4135.657
ESW08364,861.519,717.317,773.143,789.309,467.196,1011.208,643.949,906.355,758.661,648.288,522.148,908.421,727.209,827.198,487.376,816.503,786.832,854.373
ESW10241,0,0,0,0,1,0,0,2,1,3,1,3,0,0,0,2,1,1
ESW10522,438.628,355.516,424.992,378.331,379.074,384.86,365.213,523.457,502.705,382.058,375.884,518.006,475.096,546.89,503.281,609.459,422.989,480.662
ESW10521,87.427,56.543,65.09,76.441,131.821,140.757,89.061,107.025,63.385,63.944,93.154,75.253,77.243,115.88,82.874,90.98,68.431,69.436
ESW09648,16,6.024,10,9,27.131,19,14,17.414,13,8,18,18,14,17.085,8,23,22.106,17.011
ESW10269,91,71.003,67.135,58.048,52,56,47.012,95.061,46.078,45,36,69.021,49.034,72.486,45.354,77.012,52,57.014
ESW10769,91,76,95,70,87,54,52,78,31,48,45,76,68,82,40,82,79,96
ESW09688,18.254,15.899,0,0,14.954,0,15.766,0,21.206,43.665,24.702,0,0,35.294,42.577,15.546,18.855,30.034
ESW09687,140.08,86.554,123.019,108.162,207.141,126.337,109.269,126.95,279.63,176.335,184.298,143.02,135.032,120.465,106.423,203.364,89.408,82.765
ESW09425,355.686,216.054,353.636,382.845,420.959,396.095,295.411,281.907,402.065,291.51,332.819,341.054,285.806,419.52,341.616,459.692,285.344,232.657
ESW09426,286.216,372.823,334.123,311.367,343.649,331.802,242.637,454.607,340.029,316.187,277.687,303.94,352.151,310.897,241.161,369.72,340.885,445.484
ESW09465,79.982,63.544,72.016,73.018,73.381,84.188,50.695,70.389,56.355,46.037,41.001,61.2,74.451,81.325,51.593,75.107,53.206,65.529
ESW08526,161.485,176.649,197.65,175.39,501.518,508.612,367.735,193.139,781.631,485,504,312.539,261.36,339.18,286.451,262.888,180.454,200.446
ESW10107,89,94.084,102.351,104.977,110.59,101.022,60.053,102.197,123.274,100,87,95.033,84.734,127.407,185,155.542,131.674,115.935
ESW10673,13,9.003,13,20,17.011,12.001,11,18,18,15,9,15.029,22.07,23,12,19.003,14,19
ESW08375,13.019,0,0,0,0,1,1,0,1,0,0,0,0,0,0,9,0,0
ESW09501,718.403,605.921,774.334,694.948,814.698,686.092,540.633,756.436,900.409,738.353,643.965,768.377,764.707,841.859,725.199,892.432,646.356,818.843
ESW08489,817.437,738.92,944.739,730.184,1037.316,980.088,825.277,829.282,1821.963,1541.864,1419.048,1132.206,930.525,1238.459,1264.489,1298.855,765.851,955.814
ESW09059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09521,1412.101,1312.192,1374.708,1323.129,1428.601,1197.801,1193.731,1584.545,1653.167,1306.244,1215.434,1583.188,1385.699,1600.915,1368.982,1684.354,1388.026,1524.886
ESW07971,17,7.882,10.012,15.997,8,20.965,7,18.838,11,3,4,14.578,10,13.62,9.36,16.005,7,10
ESW10758,311.402,96.989,242.163,255.342,196.15,214.072,187.886,218.979,257.898,64.89,204.603,0,152.804,0,180.287,181.695,146.411,203.89
ESW10756,265.07,426.792,308.81,256.162,442.985,351.237,300.589,467.128,459.268,518.795,413.491,652.433,415.503,697.595,338.416,520.46,381.003,387.638
ESW10757,25.377,0,36.3,8.938,12.799,3.562,5.251,16.165,32.606,16.76,3.797,0,0,20.766,13.274,3.606,8.644,10.567
ESW09379,595.229,476.706,547.829,441.052,559.131,647.887,590.522,573.002,633.68,553.526,466.468,553.337,510.743,623.139,447.836,691.035,426.142,497.242
ESW10276,128.121,89.952,85.261,62.285,48.179,124.973,93.517,99.363,116.804,131.369,101.569,120.178,109.655,118.954,99.829,128.634,92.194,110.954
ESW10314,25,26,22,35.032,17,20,13.065,35.151,39,27,13,25.017,29,33,21,32.151,25.015,20
ESW10924,214.026,134.447,181.034,184.962,205.369,187.247,156.33,177.437,150.211,125,121.068,151.616,143.46,150.467,121.13,178.001,114.711,154.965
ESW07941,16,11.004,11,6.024,6,17.115,5.624,13,5,2,5,4.005,9,8,3,6,10,5.009
ESW08646,852.997,742.304,918.486,686.617,925.003,726.208,713.506,867.681,1324.771,1169.207,1104.381,964.768,884.952,1153.898,943.113,1101.234,844.686,994.849
ESW10165,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ESW09378,732.754,556.159,714.994,541.815,622.288,821.074,633.751,668.644,1095.63,936.111,849.336,802.102,693.127,854.094,867.894,1009.34,564.834,567.486
ESW09639,1101.041,1004.68,714.214,1299.577,1049.733,1742.494,1473.776,2237.425,703.225,502,498.155,1629.966,1419.412,1345.104,513.733,1059.139,2007.618,2419.069
ESW10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09223,102.914,83.37,99.722,110.343,76.44,133.629,76.618,112.738,141.572,95.897,82.482,118.489,92.633,111.886,79.608,115.088,83.887,69.779
ESW09222,27.086,15.034,20.022,25.007,22.578,23.429,19.57,18.552,23.613,14.103,27.163,17.511,17.446,28.341,22.392,22.297,20.441,27.303
ESW08277,78,39.273,61,64.276,29,56.095,34,101.073,79,62.123,58,54,51,56.155,29,81,79.299,92.172
ESW10071,238.621,151.063,227.288,149.77,409.302,579.853,422.941,309.578,517.058,351.091,407.546,558.053,451.239,595.208,452.962,437.889,373.427,459.72
ESW10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10740,483.002,350.912,437.242,396.563,664.052,409.688,422.762,463.456,479.765,402.331,477,531.42,501.232,589.637,514.159,634.591,411.695,543.769
ESW09110,372.694,281.98,343.341,329.02,291.413,295.418,227.426,437.002,239.705,211,302,391.343,350.372,435.887,162,348.795,486.186,527.532
ESW08082,84.072,69.499,57.264,76.225,92.156,114.026,84.658,113.719,83.008,66.887,69,102.053,86.539,118.079,76,106,98.612,87.661
ESW09678,90,87.163,114.313,77,119.525,82.097,44.058,86.502,76.01,57,48.02,74.216,55.062,74.249,63,117.627,92.422,74.446
ESW08301,428.077,353.001,391.331,429.564,514.712,450.743,413.587,525.367,599.087,525.232,430,455.301,407.688,497.014,379.866,548.279,426.41,468.272
ESW08199,274.999,216.277,265.004,246.293,304.648,222.249,195.689,264.891,253.961,207,214,267.277,213.426,253.341,232.537,294.575,214.824,257.372
ESW08492,56.463,26,34.04,29,35.007,41,16,44,15.007,15,36,48.006,39.989,33.116,18.019,52,33.413,33
ESW08903,537.232,517.431,502.938,581.846,549.133,621.64,409.054,567.387,620.084,518.998,470.395,579.977,570.452,592.95,443.5,591.554,563.423,621.857
ESW09055,63.339,22,36,23.016,8,91.105,56.001,66.196,36.1,25,16,60,45,54.123,25,49.114,57.046,54.067
ESW08949,1132.618,918.285,1106.073,980.429,1102.356,1004.078,889.278,1173.641,1125.412,850.096,812.452,1063.83,1016.628,1132.58,883.607,1220.934,959.88,1132.679
ESW10005,3,4.004,10.006,6,6,2,1.001,6,4,6,1,2,5,3,3,8,6,6
ESW07899,51,23.297,27,29.127,25.667,44.007,28.011,37.053,34,21,38,48,39.414,44.172,43,42.571,30,37.568
ESW08893,635.789,441.994,542.958,569.219,717.789,726.307,639.474,600.106,877.813,718.408,666.625,799.309,581.684,745.153,600.205,703.469,518.958,648.677
ESW09011,76,52.211,66,74.055,80.057,69.234,63,50.244,63.263,43,36,52,50,57.495,74,92.588,38.006,53.1
ESW08091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10245,3,0,3,1.001,3,3,4,0,0,0,0,2,0,2,0,2,0,0
ESW10808,3.502,2.592,3.494,1.996,4.054,6.105,12.937,10,8.76,6.524,7.397,4,4.386,2.598,6.302,3.735,1.997,4.468
ESW08108,11,8.022,8,4,6,20.969,12,14,19,19,12,14,9,19,10,16,10.642,8
ESW10423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11065,16,15,22.001,12,15,23.015,15,14.003,19,18,12,15,16,14.001,9,18,21,27
ESW11075,635.121,596.046,598.569,615.091,622.479,522.953,446.896,679.624,523.802,409.366,398.948,586.368,534.541,640.874,481.156,701.905,614.112,684.674
ESW10444,271.046,282.03,332.534,294.983,428.54,264.772,288.886,391.503,437.608,410.002,357.663,375.964,334.897,417.748,342.656,372.151,360.33,468.433
ESW08014,533.683,420.537,550.114,364.229,542.461,400.397,424.624,499.799,388.486,295,314,566.564,496.782,645.222,278.137,465.211,434.514,506.122
ESW08098,0,0,2,1,7,2,1,0,0,0,0,2,0,1,0,2,2,3
ESW10821,3,35.044,102,0,4,0,2,3,0,1,4,2,2,1,2,1,9,46.032
ESW09611,1340.473,1131.522,1242.755,1275.079,1160.084,1445.229,1113.128,1481.248,1237.389,923.631,911.595,1397.849,1170.01,1408.839,951.648,1408.401,1282.303,1419.69
ESW08992,2,0,3,4,4,13.819,9,4,16.015,10,9,7,10,5,2,5,9,5
ESW09606,6,4.01,5,5,6,8,3,10,4,4,2,8,2.671,4,2,8,5,1
ESW08770,495.771,539.065,547.891,487.216,767.278,751.315,635.934,648.109,844.03,693.623,618,826.753,599.751,810.807,600.473,651.225,702.592,855.785
ESW08627,318.58,300.46,323.522,329.502,245.555,329.484,264.923,415.55,334.095,267.037,227,338.926,285.115,378.491,240.063,350.879,342.214,350.086
ESW08852,383.81,342.561,372.227,414.071,349.321,385.413,324.161,417.116,430.365,379.081,300.564,356.244,354.508,403.119,353.033,477.941,326.658,346.603
ESW10749,1403.614,1208.104,1402.475,1131.383,1649.871,1306.647,1267.886,1160.308,2571.339,1850.395,2087.638,1985.775,1731.937,2225.842,1959.437,2089.345,1129.347,1328.684
ESW10647,76.001,62,74,55.015,47,59,44,106,42,51,42,63,82,60,44,66,56,97
ESW08132,95,78,88,72.032,102.013,107.305,62.079,83,112.105,98,74.007,98.194,69,88,64,87,70.104,81.018
ESW09583,122,90.164,103.936,88.014,117,102.102,78.849,141.371,66.463,77,74.072,100.285,85.26,104.164,65,116.022,94.576,107.215
ESW08060,797.387,700.793,856.07,771.158,849.378,736.071,644.505,868.67,859.151,713.346,663.013,890.682,709.657,871.433,673.629,982.645,769.536,858.764
ESW08760,78.005,45.063,46,41,51.032,98,65.949,64,147.988,94,93.227,88.196,82.131,109.014,56.002,90.115,68.573,68.37
ESW09219,275,225.317,236.86,266.01,259.051,292.046,216.158,289.12,281.931,212,199,228.43,211.412,239.382,182.892,287,262.634,227.835
ESW10401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESW10011,49.428,54.111,58.833,54.133,39.712,48.468,46.761,77.044,49.677,36.398,36.876,55.398,48.001,35.978,28.449,56.654,51.624,56.114
ESW08679,2,1,3,3,2,0,1,4,1,1,2,3,5.013,3,6,2,6,1.001
ESW10427,98.99,120.837,80.029,121.11,115.122,89,58.093,128.596,54,40,56,105,96.131,91.02,41,76,109.309,116.718
ESW08445,80,53.101,87.064,91.303,150.168,58.417,44.077,56,245.328,214.628,188,50.016,56.157,57.461,174.985,119.07,67.347,48.311
ESW09180,127.996,85.32,110.112,93.141,139.055,135.538,112.387,148.113,164.419,95,89,162.931,117.21,161.508,90.017,157.323,108.821,112.543
ESW10372,167.246,141.138,150.072,169.967,164.798,130.981,82,147.441,190.967,168,151.976,179.01,148.4,173.371,161.169,198.076,110.364,153.382
ESW08835,181,171.521,184.374,145,217.938,198.665,162.207,211.01,424.791,369.358,296.766,232.092,176.399,205.345,233.329,275.243,169.778,168.262
ESW10252,552.938,450.235,547.247,440.431,514.775,467.283,429.131,517.15,536.797,442.016,443.225,530.353,518.96,583.782,458,548.798,479.962,551.598
ESW09091,1,2,0,2,2,0,0,0,2,2,1,1,0,1,0,2,0,1
ESW10632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW10301,48,43,58.004,33,69.004,52,49,48.008,56,30,48,47.075,52.778,54.127,23,41,67.075,66.138
ESW10319,68,64.016,69,77,56.024,78.298,57.017,98.079,55,49,43,62.007,66,79.043,29,78.003,74.068,73
ESW10310,585.142,720.857,734.163,945.549,1140.365,478.37,442.391,357.419,166.097,76,400.686,185.309,194.171,160.9,338.202,473.41,197.327,295.93
ESW09366,38.005,39,42,57,41.009,40.002,48.001,59.006,42,33.001,32,50,53,51,39,55,32,54.057
ESW09339,342.239,367.278,316.726,414.179,300.958,487.672,334.131,493.464,289.087,226.001,201,443.588,394.625,490.974,234.437,384.87,388.373,450.528
ESW08053,82.01,87.013,73.055,89.108,41,127,118.59,143.311,119.196,110.998,111,131.042,115.024,112.681,62.181,89,116.699,126.484
ESW09929,598.34,741.281,524.846,789.026,903.922,919.275,733.599,1227.871,753.009,665.937,622.462,982.085,806.475,1074.822,619.378,774.625,902.282,1076.393
ESW08822,1738.562,1067.736,699.666,1345.518,1242.582,1382.658,1300.857,1002.262,2190.66,1750.731,1467.213,923.199,784.317,876.872,672.291,1351.077,526.98,631.59
ESW08821,1736.134,1188.937,778.233,1383.258,1669.891,1340.174,1225.72,1078.326,2465.399,1930.134,1580.051,1087.475,784.692,1122.006,787.82,1567.444,569.118,613.902
ESW09653,245.432,209.13,273.568,247.269,343.382,338.369,246.56,301.847,434.577,300,320.334,325.257,287.12,326.941,332.629,336.359,221.976,259.051
ESW09654,0,0,0,0,0,0,0,0,5.324,0,5.393,0,0,0,0,0,14.828,5.266
ESW08501,258,270.514,261.843,277.275,257.015,262.727,199.977,303.333,274.291,241.223,189.117,288.502,259.601,281.11,188,272.204,250.241,274.532
ESW09479,843.163,733.056,906.739,769.73,930.119,773.665,646.371,875.004,1014.914,827.296,895.672,1001.221,867.141,1048.491,795.871,999.615,821.231,919.965
ESW10409,491.774,403.038,468.76,372.718,530.989,410.829,310.049,474.469,499.6,478.374,375.986,512.013,423.316,447.904,317.437,518.296,492.04,473.053
ESW08743,349.206,254.695,290.883,275.59,345.731,270.317,184.697,315.703,307.221,259.05,245,303.569,272.481,304.886,298.145,373.773,205.241,268.19
ESW10213,402.282,400.533,445.863,407.316,304.801,454.834,321.838,571.105,360.548,256.063,255.153,495.325,444.724,540.376,203,398.889,455.626,578.865
ESW08750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW09246,159.038,204.415,162.79,288.194,214.998,236.995,230.233,298.778,173.239,128,133.006,174.244,188.752,187.308,162.23,218.274,238.317,299.746
ESW09836,621.446,525.973,534.941,591.23,548.12,643.237,545.731,601.301,670.31,540.867,472.775,586.236,571.085,614.699,558.279,742.906,469.763,560.718
ESW09288,264.306,311.057,270.72,391.256,348.094,230.52,209.923,253.264,154.473,120.299,136.706,199.941,171.298,177.401,221.846,280.665,188.36,223.489
ESW09129,118,71.335,87.483,60.046,86,51.001,36.041,98,32.081,27,41,54.186,50.949,50.219,34,97.007,58.212,75.365
ESW09692,85.01,82.039,75.035,102.31,85.041,151.334,91.413,156.025,78.016,54,58,93.234,94.505,92.245,47,77,95.517,117.139
ESW10194,223.417,209.443,235.98,229.269,256.69,352.464,265.576,289.045,320.701,263,235,315.893,289.445,307.408,235.929,324.835,229.48,254.306
ESW07999,271.127,180.564,212.955,212.551,186.017,231.367,190.915,209.84,227.171,192,190.167,239.322,207.509,239.832,166.122,259.39,177.574,249.469
ESW10916,981.477,777.804,985.933,836.438,803.679,905.215,730.441,950.581,1010.925,754.512,733.465,918.323,874.758,981.207,772.851,1093.318,797.943,917.467
ESW08634,251.99,212.967,286.396,227.075,369.548,296.257,265.535,410.595,249.54,165,210.004,378.496,275.522,309.781,156.193,263.716,387.338,398.032
ESW09503,351.256,1,5.036,2,1,11,5,3,6,5,1,7,3,8,3,206.683,1,1
ESW10658,2.902,0,0,0,0,3.817,0,0,12.878,4.251,3.953,0,0,0,6.026,0,0,0
ESW10657,106.098,84.276,82.552,75.29,105.266,124.506,92.427,112.649,94.221,98.749,88.992,108.318,100.076,86.692,71.974,122,79.751,107.962
ESW09881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08763,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ESW07959,27,12.236,31,23,7,10.01,14,34,16,10,2,9,13,27.002,10,22,44.016,27.004
ESW09096,1130.669,905.033,1027.051,781.362,1031.763,861.919,891.528,1256.685,1386.197,1152.511,953.012,1128.279,1014.305,1189.725,909.19,1300.348,1000.863,1097.215
ESW09441,661.702,526.522,582.62,586.001,639.52,588.677,577.065,623.471,719.107,549.444,569.759,699.414,559.568,631.493,600.29,716.583,522.212,649.122
ESW09638,2,4,7,5,8,7.005,4,4,3,3,5,2,7.238,3,4,7,4,2
ESW08270,175.037,130.166,145.832,170.879,192.52,239.23,191.198,136.329,312.375,352.252,275.735,197.38,207.261,235.321,329.962,278.679,167.264,143.945
ESW08861,5,3,5,0,2,8,6,5,5,7,2,11.067,2,5,6,4,2,9
ESW10179,7,15,10,15,21,17.818,17.075,22.63,18,10,13,25.131,22,11,13,22,17.063,10
ESW09135,112,85.597,172.747,81.724,91,112,95.643,93.278,166.236,145,88.077,128.294,102.219,84.293,125.044,167.166,80.172,139.567
ESW08208,2,4,2,4,1,8,5,2,8,9,4,3,1,3,3,4,8,0
ESW08436,1289.034,711.227,695.955,908.144,1745.407,1975.384,1392.611,1547.217,1471.122,1228.777,1395.28,1505.939,1436.715,1617.899,1093.193,1375.817,1410.479,1573.242
ESW10559,123.531,96.739,127.5,116.644,164.112,119.042,94.338,157.54,127.838,92.508,97.721,131.223,125.793,133.552,104.769,138.021,75.534,121.148
ESW10815,131.095,110.235,90.761,146.881,96.515,157.098,148.898,155.572,111.01,79.053,79,122.301,123.322,113.116,59,98.096,127.118,147.42
ESW09141,20,25,25.012,44,24,36,18.603,21,11,13,8,28,19,24,11,24,22,20
ESW08799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW08513,92,68,70.335,86.01,66.044,71.081,52.125,95.068,53,49.002,56,108,86.211,73.139,58.012,90.013,77.987,63.127
ESW10634,127.039,90,121.195,80,130.551,75,102,42,26,13,18,32,33,17.001,73,135.607,10,23
ESW10764,402.021,306.173,386.651,304.595,416.065,335.216,331.862,365.545,368.644,322.221,302.001,352.917,370.272,402.458,455.044,499.172,295.353,404.271
ESW08437,2589.886,2382.753,2498.98,2730.293,1949.931,3565.901,2380.333,2882.714,3432.83,2567.929,2195.431,3126.777,2680.904,3253.255,2228.425,2884.658,2581.003,2893.064
ESW10580,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0
ESW10052,171.229,178.3,177.496,152.072,220.034,204.039,141.254,217.698,173.101,122,127.009,187.566,208.035,229.972,134,188.147,199.613,223.625
ESW09760,14,14.009,10,6,16.002,4,7,15,3,1,2,7,10,8.005,6,8,20,16.018
